title,street,city,state,zipcode,phone,email
"Storage Star Sonoma
Gold Member","24270 Arnold Dr, CA 95476",Sonoma,California,95476,17075601470,
C and M Mini-Storage,297 Brush Street,Ukiah,California,95482,7074621299,c-and-m@sbcglobal.net
Livingston Self Storage,2370 Walnut Ave,Livingston,California,95334-1848,2093946158,robert@jfcinc.com
Livingston Self Storage LLC,5237 US Highway 89 South,Livingston,Montana,59047-9176,4062227394,storage@ycsi.net
Woodshed Storage and RV Parking,1415 Mehlert,Kingsburg,California,93631-2423,5598974925,jwoods1405@aol.com
mini - pac Self Storage,1951 N. Gaffey Street,San Pedro,California,90731,3108324770,MpacSP@decurion.com
Delhi Mini Storage,10733 Flower St,Delhi,California,95315,2096699949,delhi@platinumstorage.com
Myers Self Storage,16464 Letteau Ave,Delhi,California,95315,2096690212,myers@platinumstorage.com
"Abby`s Self Storage
Gold Member","50 Abby Road, CA, 93465",Templeton,California,93465,8054349000,
Edd's Mini Storage,17369 Sierra Highway,Canyon Country,California,91351,6612510823,
Private Mini Storage Ltd,20628 Santa Clara Street,Canyon Country,California,91351-2495,6612521100,
"Clock Tower Self Storage - Marysville
Gold Member","8119 State Ave, WA 98270",Marysville,Washington,98270,15098226251,
Arboga Self Storage,3024 Plumas Arboga Rd.,Marysville,California,95901,5307411992,brent@hastey.net
Marysville,1597 HAMMONTON SMARTVILLE ROAD,Marysville,California,95901,5307427511,americanselfstorage@comcast.net
"Airport Self Storage
Gold Member","11999 CA-267, CA 96161",Truckee,California,96161,15305871413,
Xtra Mini Storage,10816 W River St,Truckee,California,96158,5305875145,
"Corte Madera Mini Storage
Gold Member","5776-B, Paradise Dr, CA 94925",Corte Madera,California,94925,14153268383,
Cloverdale Mini Storage,510 Antonio St.,Cloverdale,California,95425,7078942604,tom@cloverdaleministorage.com
Rob Roy Mini Storage,10405 Soquel Dr,Aptos,California,95003-4937,8316882011,robroymini@sbcglobal.net
Olympic Storage,15187 Olympic Dr,Clearlake,California,95422,7079948418,rvgrapes@pacific.net
"Cottonwood Cool Storage
Gold Member","950 Camino Real, AZ 86326",Cottonwood,Arizona,86326,19282203836,
"Cottonwood Discount Mini Storage
Gold Member","1055 Camino Real, AZ 86326",Cottonwood,Arizona,86326,19282564199,
"Storage PRO of Lathrop
Gold Member","15550 S Harlan Rd, CA 95330",Lathrop,California,95330,12097514426,
"StoragePRO Self Storage of Lathrop
Gold Member","15550 S Harlan Rd, CA 95330",Lathrop,California,95330,12097514426,
Lathrop Self Storage,1644 East Louise Avenue,Lathrop,California,95330,2098582008,
"Fort Locks Self Storage
Gold Member","710 S Frontage Rd, CA 93444",Nipomo,California,93444,18059204646,
"Fort Storage
Gold Member","710 S Frontage Rd, CA 93444",Nipomo,California,93444,18059204646,
AA Personal Mini Storage,826 Tanis Place,Nipomo,California,93444,4354779140,lynette@aapersonalstorage.com
Valley Village Self-Storage,15 Delfino Place,Carmel Valley,California,93924-9572,8316595322,
Flamingo Self Storage dba Miramar SS,12002 Miramar Pkwy,Miramar,Florida,33025,9544433060,nci1175@aol.com
"Arrow Self Storage
Gold Member","1055 W Guadalupe Rd, AZ 85210",Mesa,Arizona,85210,14809005820,
AMSMC dba Storage Solutions,"65 S. Sycamore Street, Suite 2",Mesa,Arizona,85202,4808443900,info@storage-solutions.org
Storage West Self Storage,135 E. McKellips Rd.,Mesa,Arizona,85201,4808900229,
Mini-Max Storage Co,7500 Brauer Rd.,Peoria,ILLINOIS,61615,3096926358,laram@insightbb.com
Rocky Glen Storage,520 S Hillsdale Avenue,Peoria,Illinois,61604-5812,3096722286,
Guardall Self Storage LLC,4475 N Bank St.,Kingman,Arizona,86409-2720,9286921300,gass@citilink.net
"Snapbox Self Storage
Gold Member","104 N 24th St, AR 72756",Rogers,Arkansas,72756,14799745204,
"Snapbox Storage Parkway
Gold Member","2610 Storage Pkwy, AR 72756",Rogers,Arizona,72756,14799745197,
Crow River Storage - James Road,14450 James Rd,Rogers,Minnesota,55374,7634282347,crowriver@fivestarservice.biz
Adams Cherokee Storage,1300 E. Pine St.,Jacksonville,Texas,75766-5414,9035862681,adamstorage@tyler.net
CubeSmart,8585 Touchton Road,Jacksonville,Florida,32216,9046209799,STORE0708@CUBESMART.COM
CubeSmart,11570 Beach Boulevard,Jacksonville,Florida,32246,9042324404,STORE0709@CUBESMART.COM
CubeSmart,8121 Point Meadows Drive,Jacksonville,Florida,32256,9045195570,STORE0710@CUBESMART.COM
CubeSmart,3024 Plummer Cove Road,Jacksonville,Florida,32223,9042889886,STORE0723@CUBESMART.COM
CubeSmart,645 Park Street,Jacksonville,Florida,32204,9043537778,STORE0724@CUBESMART.COM
Cubework Turnbull,900 Turnbull Canyon Rd,City Of Industry,California,91745,8888597998,marketing@cubework.com
"First Street Mini Storage
Gold Member","4185 First St, CA 94551",Livermore,California,94551,19254718041,
"Livermore Self Storage
Gold Member",5921 Southfront Rd,Livermore,California,94551,19254204045,
"Sherpa Storage Mines Road
Gold Member","250 N Mines Rd, CA 94551",Livermore,California,94551,19258001440,
"Valley Self Storage
Gold Member","3006 Gardella Plaza, CA 94551",Livermore,California,94551,,
"Valley Storage
Gold Member","3006 Gardella Plaza, CA, 94550",Livermore,California,94550,9253378267,
UNITS Moving and Portable Storage,7503 Las Positas Rd,Livermore,California,94551,9254548648,unitseb@gmail.com
"Lodi Stor-All
Gold Member","1431 S Stockton St, CA 95240",Lodi,California,95240,12092008804,
Cluff Avenue Mini-Storage,740 North Cluff Ave.,Lodi,California,95240,2093688673,
Vulcan Street Storage,170 Vulcan Drive,Lompoc,California,93436,8057333375,paulberg1@aol.com
Beatline Road Mini Storage,Po. Box 28,Long Beach,Mississippi,39560-4104,2288649730,ssvomck@aol.com
CubeSmart,198 West Artesia Boulevard,Long Beach,California,90805,5624230973,STORE0277@CUBESMART.COM
Don Temple Storage,3750 E. Spring St.,Long Beach,California,90806-2436,5626337344,info@templestorage.com
Movers Long Beach,111 W Ocean Blvd #400,Long Beach,California,90802,5622856822,moverslongbeach@outlook.com
Riverside Renta Space,275 Ancona Dr.,Long Beach,California,,9497563288,stanmaggieb@verizon.net
Store For Less,1012 W Carson St,Long Beach,California,90810-1408,5624804943,
Store-N-Save,319 Olive Avenue,Long Beach,California,,5624377792,
Studebaker Self Storage,698 N Studebaker Rd,Long Beach,California,90803-2221,5624304490,office@studebakerselfstorage.com
333 Self Storage LLC dba Extra Closet Storage,1800 S. Robertson Blvd. #33,Los Angeles,California,90035-4365,3102043323,333investments@gmail.com
A-American Self Storage,11560 Tennessee Avenue,Los Angeles,California,90064-1513,3109144022,storit@aamericanselfstorage.com
Self Storage Management Inc,5221 W 102nd St,Los Angeles,California,90045,3106420080,rabernethy@techcenter.net
Small Town Storage,550 S. Hope St. Ste. 2600,Los Angeles,California,90071,7074480739,dennissmith@traversrealty.com
Stor It All Self Storage LLC,2870 Los Feliz Place,Los Angeles,California,90039,8182411200,
The Stor-Mor Companies,"2934-1/2 Beverly Glen Circle, Suite 492",Los Angeles,California,,3102756753,stormorcos@hotmail.com
Thriftee Storage Co,1717 Glendale Blvd.,Los Angeles,California,90026,3236604600,ministorage@earthlink.net
Saratoga Storage,236 N. Santa Cruz Ave. #110,Los Gatos,California,,4083547747,max@saratogastorage.com
Stor-lt,688 University Ave,Los Gatos,California,94401,4083993900,vaughan670@aol.com
E-Z Self Storage of Lynwood,19600 Stony Island Ave.,Lynwood,Illinois,60411,7088953337,ezstamp@aol.com
Lynwood Storage,21686 East Lincoln Hwy.,Lynwood,Illinois,60411-4773,7087582266,
"North Main Storage
Gold Member","1280 N Main St, CA 95336",Manteca,California,95336,12092399200,
"Stuff N Storage
Gold Member","1139 Vanderbilt Cir, CA 95337",Manteca,California,95337,12092452950,
"Econo Storage
Gold Member","375 Arthur Rd, CA 94553",Martinez,California,94553,19252694761,
Simply Space Self Storage,1124 W. Yosemite Avenue,Merced,California,95348-5110,2097233000,brade@simplyspace.biz
A Storage City Self Storage,324 South Main Street,Milpitas,California,95035,4086497557,
A Storage City Self Storage,324 South Main Street,Milpitas,California,95035,4086497557,
Lock It Up Self Storage,15 Dixon Landing Rd,Milpitas,California,95035,4089456444,cat@lockitupstorage.com
North Valley Storage,14800 Rinaldi Street,Mission Hills,California,91345-1230,8183224885,edmoka@gmail.com
"McHenry Self Storage
Gold Member","1234 McHenry Ave, CA 95350",Modesto,California,95350,12095466664,
"Storage Star Downtown Modesto
Gold Member","1305 10th St, CA 95354",Modesto,California,95354,14247443193,
"Storage Star Modesto
Gold Member","1522 Crows Landing Rd, CA 95358",Modesto,California,95358,12098463362,
"Yosemite Self Storage
Gold Member","117 Creekwood Dr, CA 95357",Modesto,California,95357,12095276503,
AAA Ceres Self Storage,Po. Box 3806,Modesto,California,95352,2095272800,
Peabody LLC dba Self-Storage Unlimited,936 WeIIesIey Avenue,Modesto,California,,2095231062,ewing17@attglobal.net
Snyder Mini Storage Inc,2925 Snyder Avenue,Modesto,California,95356-8969,2095433600,snyderministorage@sbcgIobal.net
MTC Storage LLC,5445 Olive Street,Montclair,California,91763-1642,9099859914,dunning76@hotmail.com
Route 66 Self Storage LLC,9597 Central Avenue,Montclair,California,,9096244278,cwelby@arcinvestments.com
Millers Self Storage,302 Ramona Ave,Monterey,California,93940-3834,8313722264,millsel@sbcglobal.net
CubeSmart,40410 California Oaks Road,Murrieta,California,92562,9516962400,STORE0761@CUBESMART.COM
Storage West Self Storage,24335 Monroe Ave.,Murrieta,California,92562,9516009305,
"Napa Storage and RV
Gold Member","1111 Soscol Ferry Rd, CA 94558",Napa,California,94558,17072896523,
"Storage Pro - Security Self Storage
Gold Member","219 Walnut Street, CA, 94559",Napa,California,94559,7072578154,
"Storage Star Napa
Gold Member","400 Devlin Rd, CA 94558",Napa,California,94558,17072433949,
"StoragePRO Self Storage of Napa
Gold Member","626 California Blvd, CA 94559",Napa,California,94559,17079271409,
Napa Midtown Storage Center,895 Jackson St,Napa,California,94559-1321,7072578877,george.bunting@yahoo.com
Southgate Mini-Storage,1025 Golden Gate Road,Napa,California,,7072551677,parxmr@hotmail.com
Storage by George,1135 Golden Gate Dr,Napa,California,94558-6188,7072248400,georgecoh@aol.com
Budget Self Storage Inc,414 Raymond Blvd.,Newark,New Jersey,07105-4615,9733445500,info@saveandstore.com
Jonathan's Stoaway Inc,607 N. Harmony Road,Newark,Delaware,19711-6917,3023689111,jwoerner@delaware.net
Newark Self Storage,2090 Stafford Way,Newark,Delaware,19711,3023661588,newark-ss@reybold.com
Pencader Self Storage,101 Executive Drive,Newark,Delaware,19702,3027093180,pencader-ss@reybold.com
Storage King USA,1448 McCarter Highway Newark,Newark,New Jersey,07104,9734841900,newark@storagekingusa.com
Clovis Ave Self Storage,3991 MacArthur Blvd. Ste 125,Newport Beach,California,92660,9492519221,john@bologroup.com
SoCal Self Storage LLC,"359 San Miguel, Suite 304",Newport Beach,California,92660,9497292230,shelley@poloproperties.com
Life Storage,240 Hidden Valley Pkwy,Norco,California,92860,9514449885,lifestoragenorco@viziamail.com
"North Highlands
Gold Member",4250 ROSEVILLE ROAD,North Highlands,California,95660,9164817300,americanssnh@sbcglobal.net
A Mini Storage,3315 Elkhorn Blvd.,North Highlands,California,95660,9163483800,mark@adaptacurb.com
North Highlands Mini Storage,6109 Watt Ave,North Highlands,California,95660,9163315411,manager@northhighlandsministorage.com
"Ignacio Mini Storage
Gold Member","394 Bel Marin Keys Blvd, CA 94949",Novato,California,94949,14158838459,
"Ignacio Mini Storage
Gold Member","394 Bel Marin Keys Blvd, CA 94949",Novato,California,94949,14158838459,
"Ignacio Mini Storage
Gold Member","394 Bel Marin Keys Blvd, CA 94949",Novato,California,94949,14158838459,
"Nave Self Storage
Gold Member","1533 S Novato Blvd, CA 94947",Novato,California,,14158998005,
Deer Island Storage Park,282 Deer Island Lane,Novato,California,94945-3455,4158974159,
Ukiah Self Storage,4 C arnoustie Dr.,Novato,California,,4158834747,novatoguy@comcast.net
"Self Storage at Telegraph
Gold Member","2633 Telegraph, Ave CA 94612",Oakland,California,94612,15102414115,
"Storage PRO of Oakland
Gold Member","8855 San Leandro St, CA 94621",Oakland,California,94621,15103795575,
"StoragePRO Franklin Street
Gold Member","1205 Franklin St, CA 94612",Oakland,California,94612,15109005474,
"StoragePRO Self Storage of Oakland
Gold Member","8855 San Leandro St, CA 94621",Oakland,California,94621,15103795575,
Beacon Self Storage,2227 San Pablo Ave,Oakland,California,94612,5103795653,
Nineteenth Avenue Self Storage LLC,6259 Ridgemont Drive,Oakland,California,,5105307340,jfran75119@aol.com
Safe Storage Management Company,2783 E. 12th St.,Oakland,California,94601,5105360616,info@safestorageusa.com
SKS Management (Saf Keep Storage),P.O. Box 12485,Oakland,California,94604,5102738543,pgrossberg@safkeep.com
Camp Pendleton Self Storage,Po. Box 6124,Oceanside,California,92052-6124,7603851122,info@camppendletonstorage.com
Oceanside Self Storage,2121 Oceanside Blvd,Oceanside,California,92054,7605477006,reservations@prpstorage.com
Oceanside Self Storage,2121 Oceanside Blvd,Oceanside,California,92054,7605477006,reservations@prpstorage.com
Storage West Self Storage,201 Via El Centro,Oceanside,California,92058,7609679300,
Fleet RV and Boat Storage LLC,627 S Bon View Ave,Ontario,California,91761-1912,9099882800,fleet-ellen@sbcglobal.net
Mini Mall Storage,"1245 Franklin Boulevard, ON, CA, N1R 7E5",Cambridge,Ontario,N1R 7E5,2269090223,mmscambridge@sparkmail.co
Primo Self Storage,995 MOODIE DR. S.,Nepean,Ontario,K2R1H4,6135969696,info@primoselfstorage.com
PROlocker,1737 Kilborn,Ottawa,Ontario,K1H 6N1,6136146628,prolocker@viziamail.com
Public Storage,"36 Vine Avenue, Toronto",Toronto,Ontario,M6P1V6,4167660889,
Public Storage,2 Mendota Road Etobicoke,Etobicoke,Ontario,M8Y1E8,4162514411,
Public Storage,921 The Queensway Mississauga,Mississauga,Ontario,L4Y4C1,9052767699,
Public Storage,5010 Timberlea Blvd. Mississauga,Mississauga,Ontario,L4W2S5,9056259712,
Public Storage,1001 Arrow Road North York,North York,Ontario,M9M2Z5,4167420228,
Public Storage,4120 Finch Avenue E Scarborough,Scarborough,Ontario,M1S3T9,4162983126,
Public Storage,1310 Dundas St. Woodstock,Woodstock,Ontario,N4S7V9,5195392162,
Public Storage,"24 Jefferson Avenue, Toronto",Toronto,Ontario,M6K1Y4,4165337572,
Public Storage,3805 Nashua Drive Mississauga,Mississauga,Ontario,L4V1R3,9056778210,
Public Storage,36 Queen Elizabeth Blvd. Etobicoke,Etobicoke,Ontario,M8Z1L8,4162557936,
Public Storage,2535 Derry Road Mississauga,Mississauga,Ontario,L4T1A1,9056771170,
A-1 Storage,1120 N Lemon St,Orange,California,92867-4709,7145161939,
A-Affordable Storage LLC dba Chapman Self Stg,1107 W.Chapman Ave. Ste.C,Orange,California,92868,7142881191,deannp@amicorporate.com
Chapman Heights Self Storage,623 W Collins Ave,Orange,California,92867,8008872926,jeff@rchobbsco.com
Lincoln Self Storage,15777 Lincoln Ave.,Orange,California,,7149981032,lincolnselfstorage@sbcglobal.net
Storage West Self Storage,681 S. Tustin St. #301,Orange,California,92866,7146335496,
CubeSmart,9360 Greenback Lane,Orangevale,California,95662,9169889158,STORE0224@CUBESMART.COM
Q Street Storage,6102 Almond Ave,Orangevale,California,,9169894652,
StorHouse Storage,3201 W 5th St,Oxnard,California,93030,8053822629,marcccm@aol.com
Americano Storage,44720 San Pablo,Palm Desert,California,92260,7603401222,bank@advancecashstore.com
Palm Desert Self Storage,74789 Joni Dr,Palm Desert,California,92260-2069,7603465277,shulprez@aol.com
Store Safe Miramar,46950 Amir Drive,Palm Desert,California,,7605684510,
CubeSmart,500 Radio Road,Palm Springs,California,92262,7603257880,STORE0280@CUBESMART.COM
CubeSmart,1400 South Gene Autry Trail,Palm Springs,California,92264,7603252331,STORE0279@CUBESMART.COM
CubeSmart,500 Radio Road,Palm Springs,California,92262,7603257880,STORE0280@CUBESMART.COM
Palmdale,3305 E. Palmdale Blvd.,Palmdale,California,93550,6612661200,sammyroseb@aol.com
California Self Storage,2425 Embarcadero Way,Palo Alto,California,94303,6504936227,ddhaeh4@pacbell.net
"Storage Star Red Bluff
Gold Member","10800 Red Bluff Rd, TX 77507",Pasadena,Texas,77507,18323231052,
Edwards Mini Storage,2181 E. Foothill Blvd. Suite 105,Pasadena,California,91101,6267933208,krueger565@yahoo.com
Everest Self Storage,"199 S. Los Robles Ave., Suite 200",Pasadena,California,91101,6265855920,terry@everestworld.com
ezStorage,8195 Jumpers Hole Rd.(@Rt. 2),Pasadena,Maryland,21122,4107608030,store@ezstorage.com
Space Bank Mini Storage,3202 East Foothill Boulevard,Pasadena,California,,6264494405,bob@spacebank.net
"El Paso Self Storage
Gold Member","2935 Union Rd, CA 93446",Paso Robles,California,93446,18052372971,
Ramada Self-Storage LLC dba Storage 101 LLC,1420 Ramada Drive,Paso Robles,California,93446-3993,8052382230,jason@storage101.com
Daytona RV and Boat Storage,24194 Daytona Cove,Perris,California,92570,9516572500,daytona@platinumstorage.com
"Loc-n-Stor Self Storage
Gold Member","1020 Lakeville St, CA, 94952",Petaluma,California,94952,7072629100,
"Stormaster Self Storage
Gold Member","2750 California Ave, CA 94565",Pittsburg,California,94565,19253185460,
Countryside Self Storage LLC,1800 E 4th St,Pittsburg,Kansas,66762,6202322265,curt@mainlandvaluation.com
Stormaster,2750 California Ave.,Pittsburg,California,94565-4100,9254395200,peapicker@sbcglobal.net
Affordable Self Storage,1900 Highway 49,Placerville,California,95667-9667,5306228143,storage1@internet49.com
Missouri Flat Storage Depot,4680 Missouri Flat Rd,Placerville,California,95667,5302964014,
Gold Hill Self Storage,39 Pillan Real,Pleasant Hill,California,,9252502797,lansaf@aol.com
CubeSmart,3101 Valley Avenue,Pleasanton,California,94566,9252490004,STORE0759@CUBESMART.COM
Lock It Up Self Storage,7315 Johnson Drive,Pleasanton,California,94588,9254630777,cat@lockitupstorage.com
AA U-Stor-M,333 Hershey St,Pomona,California,91724,9098658787,
Storage Outlet - Pomona,150 County Rd,Pomona,California,91766,9094953817,reservations@prpstorage.com
CubeSmart,10651 White Rock Road,Rancho Cordova,California,95670,9166353864,STORE0222@CUBESMART.COM
Storage West Self Storage,7723 Milliken Avenue,Rancho Cucamonga,California,91730,9099440220,
Added Value Storage and Business Centers,36966 Pinto Palm Way,Rancho Mirage,California,92270-2439,7607709202,rwinet@dc.rr.com
Bancap Self Storage Group,"30021 Tomas Street, Suite 245",Rancho Santa Margarita,California,92688-2128,9498885355,dkeller@bancapselfstorage.com
Red Bluff,64 Mulberry Avenue,Red Bluff,California,96080,5305271755,redbluffstorage@sbcglobal.net
Storage West Self Storage,1680 West Redlands Blvd.,Redlands,California,92737,9097925761,
"SecurePro Storage of Redwood City
Gold Member","920 Shasta St, CA 94063",Redwood City,California,94063,16503628844,
"Stor-All Storage
Gold Member","136 Willow Street, CA, 94063",Redwood City,California,94063,6503650900,
Able Storage,1348 W. Baseline Rd.,Rialto,California,92376,9098734500,rialto@ablestorage.com
CubeSmart,1238 West Baseline,Rialto,California,92376,9098731288,STORE0371@CUBESMART.COM
CubeSmart,210 West Bonnie View,Rialto,California,92376,9098747810,STORE0282@CUBESMART.COM
"StoragePRO Self Storage of Richmond
Gold Member","101 W Cutting Blvd, CA 94804",Richmond,California,94804,15103795972,
Econo Self Storage Inc,Po. Box 9405,Richmond,Virginia,23228,8043534040,ftmjr@erols.com
Extra Attic Mini Storage,10551 Patterson Avenue,Richmond,Virginia,23238,8047415353,extraatticpatterson@verizon.net
Lok-Tite Self Storage,1609 Fm 359 Road,Richmond,Texas,77469-1258,2813440008,
Main Street Storage,455 E. Main St.,Richmond,Kentucky,40475,8596260021,mainstreetstorage@gmail.com
Pacific Mini Stor LLC,PO Box 2324,Richmond,California,,5104128830,
Parham Road Self Storage LLC,2701 E. Parham Road,Richmond,Virginia,23228,,rhy3@youngblood-tyler.com
Public Storage,30 Brodie Dr,Richmond,Ontario,L4B3M2,9055088485,
Smartbox Portable Self Storage LLC,2100 Dabney Road,Richmond,Virginia,23230,8042820560,richmond@smartboxusa.com
West End SeIf Storage,9120 W Broad St,Richmond,Virginia,23294-5805,8049670771,westendselfstora@aol.com
Aim All Storage 210 LLc,"10590 Magnolia Ave., Suite F",Riverside,California,90505,9093531163,
Airport Mini Storage,7044 Arlington Ave,Riverside,California,92503,9516895400,airportministorage@charterinternet.com
Alessandro Mini Storage,9660 Arlington Ave,Riverside,California,92503,9513598312,katelynnpalmer@earthlink.net
Citywide Self Storage LLC,1000 E. Alessandro Blvd.,Riverside,California,92508,9517801934,citywide1000@sbcglobal.net
CubeSmart,7600 Arlington Avenue,Riverside,California,92503,9516892010,STORE0283@CUBESMART.COM
CubeSmart,4011 Fairgrounds Street,Riverside,California,92501,9517813685,STORE0284@CUBESMART.COM
East Bay Self Storage,3346 Pawtucket Ave,Riverside,Rhode Island,02915-5212,4014311400,gem@csi-ri.com
Super Storage,6637 Van Buren,Riverside,California,92503,9516881987,superstorage@platinumstorage.com
A-AAAA All American Self Storage,3050 Taylor Rd.,Roseville,California,95678,9167869090,
Cirby Self Storage,175 Cirby Way,Roseville,California,95678-6426,9167825255,
CubeSmart,900 Orlando Avenue,Roseville,California,95661,9167827997,STORE0221@CUBESMART.COM
Pleasant Grove Self Storage LLC,7101 Galilee Rd.,Roseville,California,95678-6939,9167721500,pgselfstorage@surewest.net
Storage Direct Roseville,998 Washington Blvd.,Roseville,California,95678,9167868600,roseville@storagedirect.com
"21st and R Self Storage
Gold Member",1800 21st Street,Sacramento,California,95811,19164591836,
"Storage Star East Sac
Gold Member","3301 S St, CA 95816",Sacramento,California,95816,19162526582,
"Taylor Street Self Storage
Gold Member","4051 Taylor St, CA 95838",Sacramento,California,95838,19165504099,
21st and R Self Storage and RV Storage,1800 21st Street,Sacramento,California,95811,9164591836,
21st and R Self Storage and RV Storage,1800 21st Street,Sacramento,California,95881,9164591836,
Allstar Self Storage co Jasin Co,8599 Folsom Boulevard,Sacramento,California,95826,9163836161,tanya@jasincompany.com
Armor Mini Storage,5714 Auburn Blvd.,Sacramento,California,,9163326455,
CubeSmart,775 North 16th Street,Sacramento,California,95811,9164412808,STORE0225@CUBESMART.COM
CubeSmart,2620 Florin Road,Sacramento,California,95822,9163923485,STORE0219@CUBESMART.COM
CubeSmart,7245 55th Street,Sacramento,California,95823,9164226043,STORE0220@CUBESMART.COM
Natomas Self Storage,2640 El Centro Road,Sacramento,California,95833,9166461776,eve@justiceco.com
Valet Indoor RV and Self Storage LLC,1100 Richards Blvd.,Sacramento,California,95811-0320,9164989787,Info@valetstorage.net
"Leonard`s Lockers Self Storage
Gold Member","816 Elvee Dr, CA 93901",Salinas,California,93901,18312404208,
"Rossi SS (Salinas)
Gold Member","10 Rossi Cir, CA 93907",Salinas,California,93907,18314243716,
Blanco Self Storage,940 E Blanco Rd,Salinas,California,93901,8317541080,john@kirkorian.com
Frontier Self Storage,425 N. Main Street,Salinas,California,93901,8317831000,mikehamilton@mmhfg.com
U-Load We Store LLC,1350 Dayton St,Salinas,California,93901,8317575411,
CubeSmart,950 North Tippecanoe Avenue,San Bernardino,California,92410,9098858590,STORE0471@CUBESMART.COM
CubeSmart,802 West 40th Street,San Bernardino,California,92407,9098868493,STORE0473@CUBESMART.COM
CubeSmart,700 West 40th Street,San Bernardino,California,92407,9098831675,STORE0474@CUBESMART.COM
CubeSmart,1985 Ostrems Way,San Bernardino,California,92407,9098874080,STORE0701@CUBESMART.COM
CubeSmart,1450 West 23rd Street,San Bernardino,California,92411,9098872351,STORE0289@CUBESMART.COM
CubeSmart,401 South Waterman Avenue,San Bernardino,California,92408,9098843418,STORE0287@CUBESMART.COM
CubeSmart,1441 East Baseline Street,San Bernardino,California,92410,9098856451,STORE0290@CUBESMART.COM
A-Aardvark Self Storage,4490 Murphy Canyon Road,San Diego,California,92123,8585691890,sandiego@platinumstorage.com
Associated Storage,9434 Kearney Mesa Rd.,San Diego,California,92126,8586931717,miramar@associatedstorage.com
Big Box Storage,7070 Consolidated Way,San Diego,California,92121,16194365020,jackie@bigbox.com
Bradley Self Storage LP,"c/o Kleege Enterprises, 12625 High Bluff Drive Suite 310",San Diego,California,92130,6194488520,
Deer Valley Mini and RV Storage,12272 Mannix Road,San Diego,California,92129-4557,8587809641,jefcain@deervalleystorage.com
Encinitas Self Storage,10531 Sorrento Valley Rd.,San Diego,California,92121-1608,6192955700,ess@sdss1.com
Jamison Street Self Storage,7079-l Mission Gorge Road,San Diego,California,,6192865502,david@jamisonstreet-selfstorage.com
Morena Self Storage,908 Sherman Street,San Diego,California,92110,6192994444,MorenaSelfStorage@gmail.com
Morena Self Storage,908 Sherman Street,San Diego,California,92110,6192994444,MorenaSelfStorage@gmail.com
Price Self Storage,4635 Morena Blvd,San Diego,California,92117,8585819200,shaviland@pssholdings.com
Storage West Self Storage,12305 World Trade Drive,San Diego,California,92128,8584878445,
Storage West Self Storage,5206 Eastgate Mall,San Diego,California,92121,8584521047,
Storage West Self Storage,7350 Princess View Dr.,San Diego,California,92120,6192873650,
Storage West Self Storage,10715 Scripps Ranch Blvd.,San Diego,California,92131,8585861010,
The Rock Movers,7087 Camino Revueltos 92111 CA,San Diego,California,92111,4422302851,book@therockmovers.com
"City Storage of San Francisco
Gold Member","500 Indiana St, CA 94107",San Francisco,California,94107,14154369900,
"Fort Knox Self Storage
Gold Member","370 Turk St, CA 94102",San Francisco,California,94102,14153548147,
"StoragePRO Self Storage of Beale
Gold Member","429 Beale St, CA 94105",San Francisco,California,94105,14153905013,
AAA Attic Self Storage,2440 16th Street,San Francisco,California,94110-4554,4156260800,
California Mini Storage LLC,790 Pennsylvania Ave.,San Francisco,California,94107,4158267900,calmini@juno.com
National Storage Centers,PO Box 411114,San Francisco,California,94141-1114,4157881400,siteinfo@natstore.com
OnCall Storage Corp,1700 Montgomery Street Suite 420,San Francisco,California,,4159821508,bjorn.ervell@seateq.com
"Brokaw Self Storage
Gold Member","445 E Brokaw Rd, CA 95112",San Jose,California,95112,14085835999,
"StoragePRO of San Jose
Gold Member","601 N King Rd, CA 95133",San Jose,California,95133,14085600511,
"StoragePRO of San Jose
Gold Member","601 N King Rd, CA 95133",San Jose,California,95133,14085600511,
"Willow Glen Storage
Gold Member","2220 Canoas Garden Ave, CA 95125",San Jose,California,95125,14083370577,
Brokaw Self Storage,445 E. Brokaw Road,San Jose,California,95112,4084368700,michaelefilice@aol.com
Casa de Mini Storage,1445 W. San Carlos St.,San Jose,California,95126-3232,4082941514,casademini@comcast.net
Lock It Up Self Storage,2170 O''Toole Ave,San Jose,California,95131,4084335550,cat@lockitupstorage.com
Lock It Up Self Storage,2170 OToole Avenue,San Jose,California,95131,4084358880,catllane@aol.com
Sims Mini Storage,3143 Remington Way,San Jose,California,,4082381716,emlaurenzi@aol.com
Stor-Tyme Self Storage,1565 The Alameda Ste. 200,San Jose,California,95126-2332,4082934747,colistra@sbcglobal.net
West Coast Self-Storage,421 Lincoln Ave,San Jose,California,95126,4089771010,wcssanjose@gmail.com
Statewide Ministorage,30448 Rancho Viejo Rd. #110,San Juan Capistrano,California,,9494891251,garfield@glloganlaw.com
"Peralta Self Storage
Gold Member","705 San Leandro Blvd, San Leandro, CA 94577",San Leandro,California,94577,15102000157,
Mini Safe Storage,15311 Hesperian Boulevard,San Leandro,California,94578-3909,5106909738,
Meathead Mini-Storage,3600 S Higuera Street,San Luis Obispo,California,93401-1578,8055446328,erin@meatheadmovers.com
SLO City Storage Inc,4075 Santa Fe Road,San Luis Obispo,California,93401-8180,8055449200,slocitystorage1@sbcglobal.net
CubeSmart,946 East Rancheros Drive,San Marcos,California,92069,7607410525,STORE0227@CUBESMART.COM
